DeviceId,InsideTemperature,OutsideTemperature,Moisture,Power,IsDoorOpen,SealThreshold,SealBroken
4188,6.72,18.77,51.52,780.1067,0,30.91,0
4189,6.72,18.77,51.52,780.1067,0,30.91,0
4190,6.72,18.77,51.52,757.4244,0,30.91,0
4191,6.79,18.77,51.52,757.4244,0,30.91,0
4192,6.79,18.2,51.52,757.4244,0,30.91,0
4193,6.79,18.2,58.67,757.4244,0,35.2,0
4194,6.79,18.2,58.67,705.2732,0,35.2,0
4195,6.79,18.2,58.67,705.2732,0,35.2,0
4196,6.58,18.2,58.67,705.2732,0,35.2,0
4197,6.58,18.2,61.11,705.2732,0,36.66,0
4198,6.58,18.48,61.11,705.2732,0,36.66,0
4199,6.58,18.48,61.11,705.2732,0,36.66,0
4200,6.58,18.48,61.11,720.2277,0,36.66,0
4201,5.6,18.48,61.11,720.2277,0,36.66,0
4202,5.6,18.48,58.06,720.2277,0,34.84,0
4203,5.6,21.68,58.06,720.2277,0,34.84,0
4204,5.6,21.68,58.06,720.2277,0,34.84,0
4205,5.6,21.68,58.06,0.001,0,34.84,0
4206,6.01,21.68,58.06,0.001,0,34.84,0
4207,6.01,21.68,51.34,0.001,0,30.81,0
4208,6.01,21.68,51.34,684.9062,0,30.81,0
4209,6.01,21.68,51.34,684.9062,0,30.81,0
4210,6.01,20.81,51.34,684.9062,0,30.81,0
4211,4.75,20.81,51.34,684.9062,0,30.81,0
4212,4.75,20.81,51.87,684.9062,0,31.12,0
4213,4.75,20.81,51.87,684.9062,0,31.12,0
4214,4.75,20.81,51.87,0.001,0,31.12,0
4215,4.75,18.22,51.87,0.001,0,31.12,0
4216,4.75,18.22,61.65,0.001,0,36.99,0
4217,5.4,18.22,61.65,0.001,0,36.99,0
4218,5.4,18.22,61.65,0.001,0,36.99,0
4219,5.4,18.22,61.65,0.0009,0,36.99,0
4220,5.4,18.22,51.26,0.0009,0,30.76,0
4221,5.37,18.22,51.26,0.0009,0,30.76,0
4222,5.37,21.52,51.26,0.0009,0,30.76,0
4223,5.31,21.52,51.26,0.0009,0,30.76,0
4224,5.31,21.52,58.44,0.0009,0,35.07,0
4225,5.31,21.52,58.44,0.0009,0,35.07,0
4226,5.31,21.52,58.44,0.0009,1,35.07,0
4227,5.31,20.41,58.44,0.0009,1,35.07,0
4228,5.31,20.41,58.44,0.0009,1,35.07,0
4229,5.31,20.41,58.44,0.0011,1,35.07,0
4230,7.8,20.41,58.44,0.0011,1,35.07,0
4231,7.8,20.41,58.77,0.0011,1,35.26,0
4232,7.8,19.01,58.77,0.0011,1,35.26,0
4233,7.8,19.01,58.77,0.0011,1,35.26,0
4234,7.8,19.01,51.69,0.0011,1,31.01,0
4235,11.41,19.01,51.69,0.0011,1,31.01,0
4236,11.41,19.01,51.69,782.4577,1,31.01,0
4237,11.41,20.38,51.69,782.4577,1,31.01,0
4238,11.41,20.38,51.69,782.4577,0,31.01,0
4239,11.41,20.38,51.94,782.4577,0,31.17,0
4240,10.6,20.38,51.94,782.4577,0,31.17,0
4241,10.6,20.38,51.94,674.8028,0,31.17,0
4242,10.6,21.72,51.94,674.8028,0,31.17,0
4243,10.6,21.72,51.94,674.8028,0,31.17,0
4244,10.6,21.72,52.33,674.8028,0,31.4,0
4245,9.8,21.72,52.33,674.8028,0,31.4,0
4246,9.8,21.72,52.33,748.6119,0,31.4,0
4247,9.8,21.72,52.33,748.6119,0,31.4,0
4248,9.8,20.95,52.33,748.6119,0,31.4,0
4249,9.8,20.95,52.33,771.1719,0,31.4,0
4250,9.8,20.95,52.33,771.1719,1,31.4,0
4251,9.8,20.95,56.93,771.1719,1,34.16,0
4252,8.16,20.95,56.93,771.1719,1,34.16,0
4253,8.16,18.11,56.93,771.1719,1,34.16,0
4254,8.16,18.11,56.93,752.7774,1,34.16,0
4255,8.16,18.11,56.93,752.7774,0,34.16,0
4256,8.16,18.11,52.96,752.7774,0,31.77,0
4257,8.16,19.62,52.96,752.7774,0,31.77,0
4258,7.7,19.62,52.96,752.7774,0,31.77,0
4259,7.7,19.62,52.96,758.3994,0,31.77,0
4260,7.7,19.62,56.37,758.3994,0,33.82,0
4261,7.7,19.62,56.37,735.0955,0,33.82,0
4262,7.7,19.62,56.37,735.0955,0,33.82,0
4263,8.3,19.62,56.37,735.0955,0,33.82,0
4264,8.3,21.84,56.37,735.0955,0,33.82,0
4265,8.3,21.84,56.37,681.0671,0,33.82,0
4266,8.3,21.84,56.37,681.0671,0,33.82,0
4267,8.3,21.73,56.37,681.0671,0,33.82,0
4268,6.36,21.73,56.37,681.0671,0,33.82,0
4269,6.36,21.73,50.74,681.0671,0,30.44,0
4270,6.36,21.73,50.74,681.0671,0,30.44,0
4271,6.36,21.73,50.74,706.1851,0,30.44,0
4272,6.03,21.73,50.74,706.1851,0,30.44,0
4273,6.03,21.73,60.53,706.1851,0,36.32,0
4274,6.03,19,60.53,706.1851,0,36.32,0
4275,6.03,19,60.53,706.1851,0,36.32,0
4276,6.03,19,60.53,778.5146,0,36.32,0
4277,5.93,19,60.53,778.5146,0,36.32,0
4278,5.93,19,54.7,778.5146,0,32.82,0
4279,5.93,18.07,54.7,778.5146,0,32.82,0
4280,4.78,18.07,54.7,778.5146,0,32.82,0
4281,4.78,18.07,54.7,778.5146,0,32.82,0
4282,4.78,18.07,54.7,0.001,0,32.82,0
4283,4.78,18.07,56.02,0.001,0,33.61,0
4284,4.78,21.29,56.02,0.001,0,33.61,0
4285,4.78,21.29,56.02,0.001,0,33.61,0
4286,4.78,21.29,56.02,0.001,0,33.61,0
4287,4.78,21.29,53.81,0.001,0,32.29,0
4288,4.76,21.29,53.81,0.001,0,32.29,0
4289,4.76,19.72,53.81,0.001,0,32.29,0
4290,4.91,19.72,53.81,0.001,0,32.29,0
4291,4.91,19.72,53.81,0.001,1,32.29,0
4292,4.91,19.72,53.81,0.001,1,32.29,0
4293,4.91,19.72,61.9,0.001,1,37.14,0
4294,4.91,19.86,61.9,0.001,1,37.14,0
4295,4.91,19.86,61.9,0.001,0,37.14,0
4296,4.91,19.86,53.12,0.001,0,31.87,0
4297,4.91,19.86,53.12,0.001,0,31.87,0
4298,6.46,19.86,53.12,0.001,0,31.87,0
4299,6.46,21.81,53.12,0.001,0,31.87,0
4300,7.11,21.81,53.12,0.001,0,31.87,0
4301,7.11,21.81,53.12,0.001,0,31.87,0
4302,7.11,21.81,57.2,0.001,0,34.32,0
4303,7.11,21.81,57.2,749.5788,0,34.32,0
4304,7.11,20.17,57.2,749.5788,0,34.32,0
4305,6.88,20.17,57.2,749.5788,0,34.32,0
4306,6.88,20.17,60.39,749.5788,0,36.23,0
4307,6.88,20.17,60.39,749.5788,1,36.23,0
4308,6.88,20.17,60.39,684.488,1,36.23,0
4309,6.88,21.22,60.39,684.488,1,36.23,0
4310,6.88,21.22,60.39,684.488,0,36.23,0
4311,8.34,21.22,60.39,684.488,0,36.23,0
4312,8.34,21.22,60.39,716.4756,0,36.23,0
4313,8.34,21.22,50.84,716.4756,0,30.5,0
4314,8.34,18.16,50.84,716.4756,0,30.5,0
4315,8.34,18.16,50.84,753.9141,0,30.5,0
4316,6.51,18.16,50.84,753.9141,0,30.5,0
4317,6.51,18.16,50.84,753.9141,0,30.5,0
4318,6.51,18.16,60.35,753.9141,0,36.21,0
4319,6.51,18.82,60.35,753.9141,0,36.21,0
4320,6.51,18.82,60.35,754.1019,0,36.21,0
4321,6.78,18.82,60.35,754.1019,0,36.21,0
4322,6.78,18.82,60.35,754.1019,0,36.21,0
4323,6.78,21.93,60.35,754.1019,0,36.21,0
4324,6.78,21.93,56.74,754.1019,0,34.04,0
4325,6.78,21.93,57.8,754.1019,0,34.68,0
4326,6.1,21.93,57.8,754.1019,0,34.68,0
4327,6.1,18.25,57.8,754.1019,0,34.68,0
4328,6.1,18.25,57.8,708.1089,0,34.68,0
4329,6.1,18.25,57.8,708.1089,0,34.68,0
4330,5.29,18.25,57.8,708.1089,0,34.68,0
4331,5.29,18.62,57.8,708.1089,0,34.68,0
4332,5.29,18.62,57.8,705.1299,0,34.68,0
4333,5.29,18.62,51.83,705.1299,0,31.1,0
4334,5.29,18.62,51.83,705.1299,1,31.1,0
4335,6.48,18.62,51.83,705.1299,1,31.1,0
4336,6.48,20.99,51.83,705.1299,1,31.1,0
4337,6.48,20.99,56.06,705.1299,1,33.64,0
4338,6.48,20.99,56.06,0.0009,1,33.64,0
4339,6.48,20.99,56.06,0.0009,0,33.64,0
4340,6.48,20.99,56.06,757.1341,0,33.64,0
4341,6.46,20.99,56.06,757.1341,0,33.64,0
4342,6.46,20.99,59.43,757.1341,0,35.66,0
4343,6.46,19.63,59.43,757.1341,0,35.66,0
4344,6.46,19.63,59.43,757.1341,0,35.66,0
4345,6.29,19.63,59.43,757.1341,0,35.66,0
4346,6.29,19.63,59.43,742.5365,0,35.66,0
4347,6.29,19.8,59.43,742.5365,0,35.66,0
4348,6.29,19.8,60,742.5365,0,36,0
4349,6.29,19.8,60,742.5365,1,36,0
4350,7.65,19.8,60,742.5365,1,36,0
4351,7.65,19.8,60,699.8004,1,36,0
4352,7.65,18.07,60,699.8004,1,36,0
4353,7.65,18.07,58.13,699.8004,1,34.88,0
4354,6.93,18.07,58.13,699.8004,1,34.88,0
4355,6.93,18.07,58.13,699.8004,0,34.88,0
4356,6.93,18.07,56.75,699.8004,0,34.05,0
4357,6.93,20.66,56.75,699.8004,0,34.05,0
4358,6.93,20.66,56.75,718.4153,0,34.05,0
4359,6.93,20.66,56.75,718.4153,0,34.05,0
4360,6.09,20.66,56.75,718.4153,0,34.05,0
4361,6.09,20.66,56.75,791.9439,0,34.05,0
4362,6.09,20.66,53.3,791.9439,0,31.98,0
4363,6.09,19.17,53.3,791.9439,0,31.98,0
4364,6.09,19.17,53.3,791.9439,1,31.98,0
4365,5.26,19.17,53.3,791.9439,1,31.98,0
4366,5.26,19.17,59.91,791.9439,1,35.94,0
4367,5.26,19.96,59.91,791.9439,1,35.94,0
4368,5.26,19.96,59.91,0.001,1,35.94,0
4369,5.26,19.96,59.91,0.001,0,35.94,0
4370,7.8,19.96,59.91,0.001,0,35.94,0
4371,7.8,19.96,62.3,0.001,0,37.38,0
4372,7.8,20.58,62.3,0.001,0,37.38,0
4373,7.8,20.58,62.3,774.9199,0,37.38,0
4374,7.8,20.58,62.3,774.9199,1,37.38,0
4375,6.61,20.58,62.3,774.9199,1,37.38,0
4376,6.61,18.82,62.3,774.9199,1,37.38,0
4377,6.61,18.82,62.3,650.3662,1,37.38,0
4378,6.61,18.82,52.03,650.3662,1,31.22,0
4379,6.61,18.82,52.03,650.3662,0,31.22,0
4380,7.69,18.82,52.03,650.3662,0,31.22,0
4381,7.69,18.82,52.03,695.3515,0,31.22,0
4382,7.69,21.07,52.03,695.3515,0,31.22,0
4383,7.69,21.07,59.14,695.3515,0,35.48,0
4384,6.37,21.07,59.14,695.3515,0,35.48,0
4385,6.37,21.07,59.14,695.3515,0,35.48,0
4386,6.37,19.79,59.14,695.3515,0,35.48,0
4387,6.37,19.79,59.14,770.1017,0,35.48,0
4388,6.37,19.79,58.85,770.1017,0,35.31,0
4389,6.8,19.79,58.85,770.1017,0,35.31,0
4390,6.8,19.79,58.85,770.1017,0,35.31,0
4391,6.8,21.67,58.85,770.1017,0,35.31,0
4392,6.8,21.67,58.85,716.9415,0,35.31,0
4393,6.8,21.67,62.25,716.9415,0,37.35,0
4394,6.8,21.67,62.25,716.9415,1,37.35,0
4395,5.34,21.67,62.25,716.9415,1,37.35,0
4396,5.34,19.5,62.25,716.9415,1,37.35,0
4397,5.34,19.5,62.25,0.0009,1,37.35,0
4398,5.34,19.5,55.86,0.0009,1,33.51,0
4399,7.42,19.5,55.86,0.0009,1,33.51,0
4400,7.42,19.5,55.86,0.0009,0,33.51,0
4401,7.42,19.5,55.86,674.4868,0,33.51,0
4402,7.42,21.76,55.86,674.4868,0,33.51,0
4403,7.42,21.76,57.45,674.4868,0,34.47,0
4404,7.42,21.76,57.45,674.4868,1,34.47,0
4405,6.79,21.76,57.45,674.4868,1,34.47,0
4406,6.79,18.36,57.45,674.4868,1,34.47,0
4407,6.79,18.36,57.86,674.4868,1,34.72,0
4408,6.79,18.36,57.86,666.4469,1,34.72,0
4409,6.79,18.36,57.86,666.4469,0,34.72,0
4410,7.65,18.36,57.86,666.4469,0,34.72,0
4411,7.65,19.78,57.86,666.4469,0,34.72,0
4412,7.65,19.78,57.86,679.0991,0,34.72,0
4413,7.65,19.78,62.14,679.0991,0,37.29,0
4414,7.65,19.78,62.14,679.0991,0,37.29,0
4415,7.04,19.78,62.14,679.0991,0,37.29,0
4416,7.04,19.78,62.14,649.8671,0,37.29,0
4417,7.04,21.83,62.14,649.8671,0,37.29,0
4418,7.04,21.83,52.78,649.8671,0,31.67,0
4419,7.04,21.83,52.78,649.8671,0,31.67,0
4420,7.43,21.83,52.78,649.8671,0,31.67,0
4421,7.43,18.3,52.78,649.8671,0,31.67,0
4422,7.43,18.3,52.78,747.3896,0,31.67,0
4423,7.43,18.3,59.11,747.3896,0,35.47,0
4424,6.07,18.3,59.11,747.3896,0,35.47,0
4425,6.07,18.3,59.11,747.3896,0,35.47,0
4426,6.07,18.3,59.11,728.0464,0,35.47,0
4427,6.07,20.87,59.11,728.0464,0,35.47,0
4428,6.07,20.87,53.48,728.0464,0,32.09,0
4429,6.07,20.87,53.48,728.0464,0,32.09,0
4430,5.05,20.87,53.48,728.0464,0,32.09,0
4431,5.05,20.87,53.48,0.0011,0,32.09,0
4432,5.05,20.03,53.48,0.0011,0,32.09,0
4433,5.05,20.03,56.11,0.0011,0,33.67,0
4434,5.05,20.03,56.11,0.0011,1,33.67,0
4435,5.56,20.03,56.11,0.0011,1,33.67,0
4436,5.56,18.75,56.11,0.0011,1,33.67,0
4437,5.56,18.75,56.11,0.0011,1,33.67,0
4438,5.56,18.75,56.86,0.0011,1,34.11,0
4439,5.56,18.75,56.86,0.0011,0,34.11,0
4440,6.88,18.75,56.86,0.0011,0,34.11,0
4441,6.88,19,56.86,0.0011,0,34.11,0
4442,6.88,19,56.86,665.4367,0,34.11,0
4443,6.88,19,61.83,665.4367,0,37.1,0
4444,6.88,19,61.83,665.4367,1,37.1,0
4445,7,19,61.83,665.4367,1,37.1,0
4446,7,19,51.65,665.4367,1,30.99,0
4447,7,19,51.65,786.4104,1,30.99,0
4448,7,18.8,51.65,786.4104,1,30.99,0
4449,7.31,18.8,51.65,786.4104,1,30.99,0
4450,7.31,18.8,51.65,786.4104,0,30.99,0
4451,7.31,18.49,51.65,786.4104,0,30.99,0
4452,7.31,18.49,51.65,749.7822,0,30.99,0
4453,7.31,18.49,51.65,749.7822,0,30.99,0
4454,7.65,18.49,51.65,749.7822,0,30.99,0
4455,7.65,18.49,51.65,749.7822,0,30.99,0
4456,7.65,18.49,51.65,697.7345,0,30.99,0
4457,7.65,21.33,51.65,697.7345,0,30.99,0
4458,7.65,21.33,60.24,697.7345,0,36.15,0
4459,7.65,21.33,60.24,697.7345,0,36.15,0
4460,6.44,21.33,60.24,697.7345,0,36.15,0
4461,6.44,21.33,60.24,785.2667,0,36.15,0
4462,6.44,20.52,60.24,785.2667,0,36.15,0
4463,6.44,20.52,59.83,785.2667,0,35.9,0
4464,6.14,20.52,59.83,785.2667,0,35.9,0
4465,6.14,20.52,59.83,785.2667,0,35.9,0
4466,6.14,21.85,59.83,785.2667,0,35.9,0
4467,6.14,21.85,59.83,757.8496,0,35.9,0
4468,6.14,21.85,53.54,757.8496,0,32.13,0
4469,5.43,21.85,53.54,757.8496,0,32.13,0
4470,5.43,21.85,53.54,757.8496,0,32.13,0
4471,5.43,21.85,53.54,0.001,0,32.13,0
4472,5.43,18.91,53.54,0.001,0,32.13,0
4473,5.43,18.91,51.89,0.001,0,31.14,0
4474,5.43,18.91,51.89,0.001,0,31.14,0
4475,5.32,18.91,51.89,0.001,0,31.14,0
4476,5.32,18.14,51.89,0.001,0,31.14,0
4477,5.32,18.14,56.97,0.001,0,34.18,0
4478,5.32,18.14,56.97,0.0009,0,34.18,0
4479,5.58,18.14,56.97,0.0009,0,34.18,0
4480,5.58,18.14,56.97,0.0009,0,34.18,0
4481,5.58,18.14,56.97,0.001,0,34.18,0
4482,5.58,20.41,56.97,0.001,0,34.18,0
4483,5.58,20.41,59.81,0.001,0,35.89,0
4484,5.58,20.41,59.81,0.001,0,35.89,0
4485,5.66,20.41,59.81,0.001,0,35.89,0
4486,5.66,18.88,59.81,0.001,0,35.89,0
4487,5.66,18.88,59.81,0.001,0,35.89,0
4488,5.66,18.88,62.12,0.001,0,37.27,0
4489,5.66,18.88,62.12,0.001,0,37.27,0
4490,5.6,18.88,62.12,0.001,0,37.27,0
4491,5.6,21.17,62.12,0.001,0,37.27,0
4492,5.6,21.17,62.12,0.0009,0,37.27,0
4493,5.6,21.17,52.91,0.0009,0,31.74,0
4494,5.6,21.17,52.91,0.0009,0,31.74,0
4495,5.6,21.17,52.91,0.0009,0,31.74,0
4496,5.6,21.17,52.72,0.0009,0,31.63,0
4497,5.6,20.16,52.72,0.0009,0,31.63,0
4498,5.6,20.16,52.72,0.001,0,31.63,0
4499,5.6,20.16,52.72,0.001,0,31.63,0
4500,5.75,20.16,52.72,0.001,0,31.63,0
4501,5.75,20.16,54.21,0.001,0,32.52,0
4502,5.75,20.16,54.21,0.001,0,32.52,0
4503,5.75,18.68,54.21,0.001,0,32.52,0
4504,5.75,18.68,54.21,0.001,0,32.52,0
4505,5.02,18.68,54.21,0.001,0,32.52,0
4506,5.02,18.68,61.62,0.001,0,36.97,0
4507,5.02,18.68,61.62,0.001,0,36.97,0
4508,5.02,18.93,61.62,0.001,0,36.97,0
4509,5.82,18.93,61.62,0.001,0,36.97,0
4510,5.82,18.93,61.62,0.001,1,36.97,0
4511,5.82,18.93,61.36,0.001,1,36.81,0
4512,5.82,21.66,61.36,0.001,1,36.81,0
4513,5.82,21.66,61.36,0.0009,1,36.81,0
4514,5.82,21.66,61.36,0.0009,0,36.81,0
4515,7.53,21.66,61.36,0.0009,0,36.81,0
4516,7.53,21.66,61.36,0.0009,0,36.81,0
4517,7.53,18.83,61.36,0.0009,0,36.81,0
4518,7.53,18.83,61.36,758.6545,0,36.81,0
4519,7.53,18.83,61.36,679.9505,0,36.81,0
4520,7.53,18.83,61.36,679.9505,0,36.81,0
4521,7.53,18.83,52.08,679.9505,0,31.25,0
4522,7.53,19.81,52.08,679.9505,0,31.25,0
4523,7.11,19.81,52.08,679.9505,0,31.25,0
4524,7.11,19.81,52.08,679.9505,0,31.25,0
4525,7.11,19.81,52.08,786.9412,0,31.25,0
4526,5.9,19.81,52.08,786.9412,0,31.25,0
4527,5.9,18.38,52.08,786.9412,0,31.25,0
4528,5.9,18.38,58.36,786.9412,0,35.01,0
4529,5.9,18.38,58.36,0.001,0,35.01,0
4530,5.9,21.38,58.36,0.001,0,35.01,0
4531,5.9,21.38,58.23,0.001,0,34.94,0
4532,4.97,21.38,58.23,0.001,0,34.94,0
4533,4.97,21.38,58.23,0.001,1,34.94,0
4534,4.97,18.79,58.23,0.001,1,34.94,0
4535,7.12,18.79,58.23,0.001,1,34.94,0
4536,7.12,18.79,58.23,0.001,1,34.94,0
4537,7.12,18.79,58.23,0.001,0,34.94,0
4538,7.12,18.79,55.43,0.001,0,33.26,0
4539,7.12,18.79,58.67,0.001,0,35.2,0
4540,7.12,18.05,58.67,0.001,0,35.2,0
4541,7.12,18.05,58.67,0.001,0,35.2,0
4542,8.26,18.05,58.67,0.001,0,35.2,0
4543,8.26,18.05,58.67,658.7262,0,35.2,0
4544,8.26,21.08,58.67,658.7262,0,35.2,0
4545,8.26,21.08,58.67,658.7262,0,35.2,0
4546,8.26,21.08,56.14,658.7262,0,33.68,0
4547,6.85,21.08,56.14,658.7262,0,33.68,0
4548,6.85,21.08,56.14,664.3979,0,33.68,0
4549,6.85,21.08,54.53,664.3979,0,32.72,0
4550,6.85,21.91,54.53,664.3979,0,32.72,0
4551,6.85,21.91,54.53,664.3979,0,32.72,0
4552,5.59,21.91,54.53,664.3979,0,32.72,0
4553,5.59,21.91,54.53,0.001,0,32.72,0
4554,6.65,21.91,54.53,0.001,0,32.72,0
4555,6.65,18.41,54.53,0.001,0,32.72,0
4556,6.65,18.41,54.53,0.001,0,32.72,0
4557,6.65,18.41,56.12,0.001,0,33.67,0
4558,6.65,18.41,56.12,732.9948,0,33.67,0
4559,5.04,18.41,56.12,732.9948,0,33.67,0
4560,5.04,18.41,50.58,732.9948,0,30.35,0
4561,5.04,18.95,50.58,732.9948,0,30.35,0
4562,5.04,18.95,50.58,732.9948,0,30.35,0
4563,5.04,18.95,50.58,0.001,0,30.35,0
4564,5.04,18.95,53.73,0.001,0,32.24,0
4565,5.04,18.95,53.73,0.001,0,32.24,0
4566,5.04,21.27,53.73,0.001,0,32.24,0
4567,5.97,21.27,53.73,0.001,0,32.24,0
4568,5.97,21.27,53.73,0.0009,0,32.24,0
4569,5.97,20.95,53.73,0.0009,0,32.24,0
4570,5.97,20.95,54.62,0.0009,0,32.77,0
4571,5.97,20.95,54.62,0.0009,0,32.77,0
4572,5.7,20.95,54.62,0.0009,0,32.77,0
4573,5.7,20.95,54.62,0.0011,0,32.77,0
4574,5.7,20.95,54.62,0.0011,0,32.77,0
4575,5.7,18.73,54.62,0.0011,0,32.77,0
4576,5.7,18.73,58.27,0.0011,0,34.96,0
4577,6.14,18.73,58.27,0.0011,0,34.96,0
4578,6.14,18.73,58.27,691.711,0,34.96,0
4579,6.14,18.35,58.27,691.711,0,34.96,0
4580,6.14,18.35,58.27,691.711,0,34.96,0
4581,5.1,18.35,58.27,691.711,0,34.96,0
4582,5.1,18.35,57.21,691.711,0,34.33,0
4583,5.1,18.35,57.21,0.0011,0,34.33,0
4584,5.1,18.35,57.21,0.0011,0,34.33,0
4585,5.1,18.35,56.97,0.0011,0,34.18,0
4586,5.16,18.35,56.97,0.0011,0,34.18,0
4587,5.16,21.23,56.97,0.0011,0,34.18,0
4588,5.16,21.23,56.97,0.0009,0,34.18,0
4589,5.16,21.42,56.97,0.0009,0,34.18,0
4590,5.16,21.42,60.17,0.0009,0,36.1,0
4591,4.64,21.42,60.17,0.0009,0,36.1,0
4592,4.64,21.42,60.17,0.0009,0,36.1,0
4593,4.64,21.42,60.17,0.0011,0,36.1,0
4594,4.91,21.42,60.17,0.0011,0,36.1,0
4595,4.91,21.42,60.17,0.0011,0,36.1,0
4596,4.91,21.42,50.94,0.0011,0,30.56,0
4597,4.91,21.98,50.94,0.0011,0,30.56,0
4598,4.91,21.98,50.94,0.0011,0,30.56,0
4599,4.91,21.98,50.94,0.0011,0,30.56,0
4600,4.91,21.98,60.6,0.0011,0,36.36,0
4601,4.91,19.13,60.6,0.0011,0,36.36,0
4602,5.3,19.13,60.6,0.0011,0,36.36,0
4603,5.3,19.13,60.6,0.001,0,36.36,0
4604,5.3,20.78,60.6,0.001,0,36.36,0
4605,5.3,20.78,60.6,0.001,0,36.36,0
4606,5.3,20.78,53.92,0.001,0,32.35,0
4607,5.69,20.78,53.92,0.001,0,32.35,0
4608,5.69,20.78,53.92,0.001,0,32.35,0
4609,5.69,20.78,53.92,0.001,0,32.35,0
4610,5.69,18.89,53.92,0.001,0,32.35,0
4611,5.69,18.89,53.22,0.001,0,31.93,0
4612,4.94,18.89,53.22,0.001,0,31.93,0
4613,4.94,18.89,53.22,0.0011,0,31.93,0
4614,4.94,18.89,53.22,0.0011,0,31.93,0
4615,5.37,18.89,53.22,0.0011,0,31.93,0
4616,5.37,18.89,55.42,0.0011,0,33.25,0
4617,5.37,21.73,55.42,0.0011,0,33.25,0
4618,5.37,21.73,55.42,0.001,0,33.25,0
4619,5.37,21.73,55.98,0.001,0,33.59,0
4620,5.25,21.73,55.98,0.001,0,33.59,0
4621,5.25,18.19,55.98,0.001,0,33.59,0
4622,5.25,18.19,55.98,0.001,0,33.59,0
4623,5.25,18.19,55.98,0.001,0,33.59,0
4624,5.25,18.19,57.6,0.001,0,34.56,0
4625,5.43,18.19,57.6,0.001,0,34.56,0
4626,5.43,18.19,57.6,0.001,0,34.56,0
4627,5.43,21.64,57.6,0.001,0,34.56,0
4628,5.43,21.64,57.6,0.001,0,34.56,0
4629,5.43,21.64,56.22,0.001,0,33.73,0
4630,4.8,21.64,56.22,0.001,0,33.73,0
4631,4.8,21.05,56.22,0.001,0,33.73,0
4632,4.8,21.05,56.22,0.001,0,33.73,0
4633,4.8,21.05,59.06,0.001,0,35.44,0
4634,4.8,21.05,59.06,0.001,0,35.44,0
4635,4.8,18.22,59.06,0.001,0,35.44,0
4636,5.43,18.22,59.06,0.001,0,35.44,0
4637,5.43,18.22,59.06,0.001,0,35.44,0
4638,5.43,18.22,59.06,0.0011,0,35.44,0
4639,5.43,18.22,55.97,0.0011,0,33.58,0
4640,5.43,18.22,55.97,0.0011,0,33.58,0
4641,5.32,18.22,55.97,0.0011,0,33.58,0
4642,5.32,21.96,55.97,0.0011,0,33.58,0
4643,5.32,21.96,55.97,0.0011,0,33.58,0
4644,5.32,21.96,53.3,0.0011,0,31.98,0
4645,5.32,19.35,53.3,0.0011,0,31.98,0
4646,5.32,19.35,53.3,0.0011,1,31.98,0
4647,4.88,19.35,53.3,0.0011,1,31.98,0
4648,4.88,19.35,53.3,0.001,1,31.98,0
4649,4.88,19.35,51.53,0.001,1,30.92,0
4650,4.88,19.35,51.53,0.001,1,30.92,0
4651,7.3,19.35,51.53,0.001,1,30.92,0
4652,7.3,19.31,51.53,0.001,1,30.92,0
4653,7.3,19.31,51.53,681.9357,1,30.92,0
4654,7.3,19.31,56.33,681.9357,1,33.8,0
4655,8.1,19.31,56.33,681.9357,1,33.8,0
4656,8.1,19.31,56.33,681.9357,0,33.8,0
4657,8.1,19.09,56.33,681.9357,0,33.8,0
4658,8.1,19.09,53.91,681.9357,0,32.34,0
4659,8.1,19.09,53.91,763.0135,0,32.34,0
4660,8.1,19.09,53.91,763.0135,1,32.34,0
4661,6.8,19.09,53.91,763.0135,1,32.34,0
4662,6.8,19.51,53.91,763.0135,1,32.34,0
4663,6.8,19.51,57.49,763.0135,1,34.49,0
4664,6.8,19.51,57.49,763.0135,0,34.49,0
4665,6.8,19.51,57.49,727.6221,0,34.49,0
4666,10.14,19.51,57.49,727.6221,0,34.49,0
4667,10.14,18.38,57.49,727.6221,0,34.49,0
4668,10.14,18.38,60.96,727.6221,0,36.58,0
4669,10.14,18.38,60.96,727.6221,0,36.58,0
4670,10.14,21.68,60.96,727.6221,0,36.58,0
4671,10.14,21.68,60.96,777.0034,0,36.58,0
4672,7.75,21.68,60.96,777.0034,0,36.58,0
4673,7.75,21.68,60.96,777.0034,0,36.58,0
4674,7.75,21.68,55.14,777.0034,0,33.08,0
4675,7.75,21.68,55.14,728.8221,0,33.08,0
4676,8.11,21.68,55.14,728.8221,0,33.08,0
4677,8.11,19.7,55.14,728.8221,0,33.08,0
4678,8.11,19.7,54.99,728.8221,0,33,0
4679,8.11,19.7,54.99,728.8221,0,33,0
4680,8.11,21.56,54.99,728.8221,0,33,0
4681,6.4,21.56,54.99,728.8221,0,33,0
4682,6.4,21.56,54.99,711.3961,0,33,0
4683,6.4,21.56,54.99,711.3961,0,33,0
4684,6.4,21.56,59.27,711.3961,0,35.56,0
4685,6.4,21.81,59.27,711.3961,0,35.56,0
4686,5.82,21.81,59.27,711.3961,0,35.56,0
4687,5.82,21.81,59.27,748.7782,0,35.56,0
4688,5.82,21.81,59.27,748.7782,1,35.56,0
4689,5.82,21.81,59.31,748.7782,1,35.59,0
4690,8.61,21.81,59.31,748.7782,1,35.59,0
4691,8.61,18.9,59.31,748.7782,1,35.59,0
4692,8.61,18.9,59.31,0.0009,1,35.59,0
